CPU,RAM,BINARY
0.03,19.57,0
0,19.59,0
0,19.59,0
0,19.59,0
0,19.61,0
0.01,19.62,0
0,19.62,0
0.03,19.63,0
1.71,19.63,0
0,19.62,0
0.18,19.62,0
0,19.59,0
0.02,19.43,0
0,19.42,0
1.04,19.42,0
0,19.44,0
0,19.45,0
0,19.46,0
0.37,19.47,0
0,19.48,0
0,19.53,0
0,19.54,0
0,19.55,0
0.03,19.56,0
24.99,19.57,0
0.46,19.58,0
0,19.59,0
0,19.58,0
0.59,19.6,0
0,19.61,0
1.27,19.61,0
0,19.61,0
0,19.63,0
1.68,19.61,0
0,19.61,0
0,19.61,0
0,19.62,0
0.09,19.63,0
0,19.64,0
0.15,19.66,0
0,19.66,0
0,19.67,0
0,19.67,0
0.01,19.68,0
0.03,19.69,0
0,19.7,0
0,19.72,0
0.03,19.79,0
1.92,19.8,0
0,19.8,0
0,19.82,0
0,19.83,0
0.41,19.83,0
0,19.85,0
0,19.85,0
0,19.85,0
0,19.87,0
0.02,19.83,0
1.34,19.97,0
0,20.3,0
0,20.31,0
1.37,20.22,0
24,20.22,0
0,20.22,0
0.36,20.25,0
4.69,20.34,0
0.72,20.34,0
0,20.34,0
0,20.34,0
0.25,20.35,0
0.18,20.35,0
0,20.39,0
0,20.42,0
0,20.43,0
0,20.44,0
0.06,20.45,0
0,20.45,0
0,20.45,0
0.18,20.48,0
0,20.52,0
0.43,20.53,0
0,20.52,0
0.2,20.41,0
0,20.43,0
0.96,20.44,0
0.27,20.43,0
0,20.44,0
0.13,20.45,0
0,20.45,0
0.14,20.46,0
0,20.47,0
24.93,20.51,0
0.01,20.52,0
0.12,20.53,0
0,20.56,0
1.44,20.56,0
0,20.58,0
0.14,20.58,0
0.53,20.59,0
0.04,20.61,0
0.41,20.62,0
0,20.63,0
0.08,20.65,0
0,20.67,0
0.07,20.7,0
0,20.62,0
0,20.62,0
0.05,20.63,0
0,20.65,0
25.26,20.65,0
0,20.65,0
0,20.66,0
0.59,20.67,0
0,20.67,0
0.27,20.7,0
0.08,20.69,0
0.16,20.7,0
0,20.73,0
0,20.73,0
0,20.76,0
0.1,20.77,0
0,20.78,0
0.17,20.78,0
0.04,20.79,0
0.36,20.79,0
1.33,20.8,0
0,20.8,0
0.06,20.8,0
0,20.69,0
0,20.58,0
0,20.54,0
1.63,20.53,0
0,20.53,0
0.34,20.54,0
0,20.54,0
0,20.53,0
0.01,20.54,0
0,20.62,0
0.23,20.62,0
0,20.52,0
0.21,20.5,0
0.12,20.47,0
0.08,20.46,0
0,20.48,0
0.44,20.49,0
0,20.5,0
0.03,20.51,0
0.04,20.52,0
0,20.52,0
0.02,20.53,0
1.43,20.54,0
0.69,20.54,0
0,20.55,0
0.02,20.52,0
0,20.51,0
0,20.52,0
0,20.52,0
0.07,20.53,0
0.25,20.53,0
0,20.53,0
0.5,20.54,0
0.27,20.55,0
0,20.56,0
0,20.57,0
0.07,20.59,0
0,20.88,0
0,21.16,0
0,21.2,0
0,21.26,0
0,21.27,0
0.27,21.29,0
1.48,21.31,0
0,21.32,0
1.68,21.33,0
0,21.34,0
1.37,21.36,0
0,21.38,0
0.18,21.35,0
0.07,21.36,0
0,21.33,0
0,21.34,0
0.47,21.34,0
0,21.35,0
25.21,21.34,0
0,21.38,0
25.15,21.42,0
0.03,21.58,0
0,21.58,0
0.25,21.59,0
0.32,21.61,0
1.46,21.68,0
48.89,21.69,0
75.17,21.71,0
100,51.98,0
100,84.49,0
100,96.38,0
100,96.4,0
100,96.4,0
100,96.41,0
100,96.42,0
100,96.43,0
100,96.38,0
100,95.48,0
100,94.95,0
100,94.44,0
100,94.44,0
100,94.44,0
100,94.45,0
100,94.45,0
100,94.46,0
100,94.46,0
100,94.47,0
100,94.47,0
100,94.49,0
100,94.5,0
100,94.5,0
100,94.51,0
100,94.5,0
100,94.53,0
100,94.53,0
100,94.54,0
100,94.54,0
100,94.55,0
100,94.55,0
100,94.55,0
100,94.51,0
100,94.51,0
100,94.51,0
100,94.51,0
100,94.52,0
100,94.52,0
100,94.53,0
100,94.54,0
100,94.59,0
100,94.61,0
100,94.63,0
100,94.62,0
100,94.62,0
100,94.65,0
100,94.65,0
100,94.75,0
100,94.78,0
100,94.8,0
100,94.83,0
100,94.85,0
100,94.87,0
100,94.9,0
100,94.92,0
100,93.89,0
100,93.8,0
100,93.8,0
100,93.81,0
100,93.84,0
100,93.85,0
100,93.88,0
100,93.88,0
100,93.89,0
100,93.91,0
100,93.94,0
100,94.16,0
100,94.18,0
100,94.2,0
100,94.21,0
100,94.22,0
100,94.23,0
100,94.28,0
100,94.31,0
100,94.35,0
100,94.36,0
100,94.38,0
100,94.39,0
100,94.43,0
100,94.44,0
100,94.39,0
100,94.4,0
100,94.41,0
100,94.6,0
100,94.62,0
100,94.65,0
100,94.68,0
100,94.7,0
100,94.71,0
100,94.73,0
100,94.75,0
100,94.75,0
100,94.76,0
100,94.76,0
100,94.76,0
100,94.77,0
100,94.77,0
100,94.79,0
100,94.81,0
100,94.83,0
100,94.85,0
100,94.86,0
100,94.88,0
100,94.89,0
100,94.85,0
100,94.86,0
100,94.86,0
100,94.88,0
100,94.89,0
100,94.9,0
100,94.91,0
100,94.93,0
100,94.93,0
100,94.95,0
100,94.96,0
100,94.98,0
100,95.05,0
100,95.06,0
100,95.07,0
100,95.12,0
100,95.15,0
100,95.15,0
100,95.17,0
100,95.23,0
100,95.26,0
100,95.28,0
100,95.24,0
100,95.27,0
100,95.22,0
100,95.23,0
100,95.23,0
100,95.24,0
100,95.25,0
100,95.25,0
100,95.27,0
100,95.28,0
100,95.28,0
100,95.29,0
100,95.29,0
100,95.31,0
100,95.32,0
100,95.33,0
100,95.34,0
100,95.35,0
100,95.35,0
100,95.37,0
100,95.38,0
100,95.42,0
100,95.44,0
100,95.46,0
100,95.46,0
100,95.47,0
100,95.43,0
100,95.44,0
100,95.45,0
100,95.46,0
100,95.47,0
100,95.49,0
100,95.5,0
100,95.52,0
100,95.53,0
100,95.55,0
100,95.56,0
100,95.57,0
100,95.58,0
100,95.59,0
100,95.61,0
100,95.61,0
100,95.62,0
100,95.63,0
100,95.64,0
100,95.65,0
100,95.67,0
100,95.7,0
100,95.71,0
100,95.7,0
100,95.65,0
100,95.66,0
100,95.69,0
100,95.7,0
100,95.71,0
100,95.74,0
100,95.87,0
100,95.87,0
100,95.89,0
100,95.9,0
100,95.91,0
100,95.92,0
100,95.95,0
100,95.96,0
100,95.97,0
100,95.97,0
100,95.99,0
100,96,0
100,96.02,0
100,96.21,0
100,96.25,0
100,96.19,0
100,96.21,0
100,96.25,0
100,96.21,0
100,96.22,0
100,96.23,0
100,96.23,0
100,96.26,0
100,96.29,0
100,96.35,0
100,96.36,0
100,96.37,0
100,96.39,0
100,96.41,0
100,96.45,0
100,96.47,0
100,96.52,0
100,96.54,0
100,96.56,0
100,96.58,0
100,96.59,0
100,96.6,0
100,96.61,0
100,96.63,0
100,96.65,0
100,96.68,0
100,96.7,0
100,96.64,0
100,96.65,0
100,96.66,0
100,96.68,0
100,96.04,0
100,95.93,0
100,95.94,0
100,95.82,0
100,95.82,0
100,95.82,0
100,95.83,0
100,95.86,0
100,95.89,0
100,95.9,0
100,95.91,0
100,95.93,0
100,95.94,0
100,95.98,0
100,95.99,0
100,95.87,0
100,95.88,0
100,95.89,0
100,95.9,0
100,95.91,0
100,95.87,0
100,95.88,0
100,95.88,0
100,95.9,0
100,95.9,0
100,95.94,0
100,95.94,0
100,95.96,0
100,95.98,0
100,95.54,0
100,95.78,0
100,95.98,0
100,96.01,0
100,96.02,0
100,96.04,0
100,96.07,0
100,96.08,0
100,96.11,0
100,96.12,0
100,96.15,0
100,96.18,0
100,96.19,0
100,96.21,0
100,96.22,0
100,96.19,0
100,96.19,0
100,96.2,0
100,96.21,0
100,96.23,0
100,96.24,0
100,96.26,0
100,96.27,0
100,96.28,0
100,96.32,0
100,96.34,0
100,96.35,0
100,96.37,0
100,96.38,0
100,96.38,0
100,96.68,0
100,96.7,0
100,95.25,0
100,95.26,0
100,95.26,0
100,95.27,0
100,95.27,0
100,95.28,0
100,95.28,0
100,95.22,0
100,95.22,0
100,95.22,0
100,95.22,0
100,95.24,0
100,95.25,0
100,95.27,0
100,95.29,0
100,95.06,0
100,95.07,0
100,95.09,0
100,95.1,0
100,95.12,0
100,95.12,0
100,95.14,0
100,95.15,0
100,95.18,0
100,94.26,0
100,94.27,0
100,94.29,0
100,94.31,0
100,94.34,0
100,94.4,0
100,94.41,0
100,94.15,0
100,94.15,0
100,94.15,0
100,93.92,0
100,93.93,0
100,93.95,0
100,93.97,0
100,93.99,0
100,94,0
100,94.01,0
100,94.03,0
100,94.04,0
100,94.04,0
100,94.07,0
100,94.08,0
100,94.13,0
100,94.15,0
100,94.16,0
100,94.19,0
100,94.19,0
100,94.2,0
100,94.2,0
100,94.26,0
100,94.28,0
100,94.22,0
100,94.23,0
100,94.24,0
100,94.21,0
100,94.18,0
100,94.2,0
100,94.22,0
100,94.24,0
100,94.26,0
100,94.29,0
100,94.32,0
100,94.32,0
100,94.33,0
100,94.35,0
100,94.35,0
100,94.38,0
100,94.43,0
100,94.46,0
100,94.47,0
100,94.48,0
100,94.51,0
100,94.52,0
100,94.53,0
100,94.54,0
100,94.5,0
100,94.5,0
100,94.51,0
100,94.53,0
100,94.55,0
100,94.56,0
100,94.57,0
100,94.58,0
100,94.6,0
100,94.62,0
100,94.63,0
100,94.66,0
100,94.67,0
100,94.69,0
100,94.7,0
100,94.74,0
100,94.74,0
100,94.76,0
100,94.77,0
100,94.78,0
100,94.8,0
100,94.81,0
100,94.81,0
100,94.63,0
100,93.97,0
100,93.96,0
100,93.98,0
100,93.99,0
100,94.12,0
100,94.13,0
100,94.15,0
100,94.17,0
100,94.05,0
100,94.06,0
100,94.07,0
100,94.08,0
100,94.1,0
100,94.13,0
100,94.15,0
100,94.16,0
100,94.18,0
100,94.2,0
100,94.22,0
100,94.23,0
100,94.25,0
100,94.24,0
100,93.81,0
100,93.81,0
100,93.74,0
100,93.74,0
100,93.75,0
100,93.76,0
100,93.78,0
100,93.79,0
100,93.81,0
100,93.82,0
100,93.83,0
100,93.86,0
100,93.86,0
100,93.86,0
100,93.87,0
100,93.88,0
100,93.92,0
100,93.95,0
100,93.93,0
100,93.92,0
100,93.95,0
100,93.96,0
100,93.97,0
100,93.98,0
100,93.99,0
100,94.01,0
100,93.93,0
100,93.98,0
100,93.98,0
100,93.99,0
100,94,0
100,94.02,0
100,94.05,0
100,94.06,0
100,94.07,0
100,94.07,0
100,94.09,0
100,94.13,0
100,94.26,0
100,94.28,0
100,94.38,0
100,94.41,0
100,94.44,0
100,94.47,0
100,94.51,0
100,94.57,0
100,94.58,0
100,94.58,0
100,94.6,0
100,94.61,0
100,94.56,0
100,94.56,0
100,94.56,0
100,94.57,0
100,94.59,0
100,94.61,0
100,94.61,0
100,94.62,0
100,94.66,0
100,94.67,0
100,94.69,0
100,94.72,0
100,94.73,0
100,94.74,0
100,94.76,0
100,94.76,0
100,94.78,0
100,94.81,0
100,94.84,0
100,94.88,0
100,94.91,0
100,94.93,0
100,94.94,0
100,94.95,0
100,94.89,0
100,94.9,0
100,94.9,0
100,94.9,0
100,94.91,0
100,94.91,0
100,94.92,0
100,94.91,0
100,94.92,0
100,94.93,0
100,94.94,0
100,94.94,0
100,94.96,0
100,94.97,0
100,94.98,0
100,95.01,0
100,95.03,0
100,95.05,0
100,95.07,0
100,95.09,0
100,95.1,0
100,95.12,0
100,95.12,0
100,95.16,0
100,95.11,0
100,95.1,0
100,95.16,0
100,95.19,0
100,95.32,0
100,95.64,0
100,96.13,0
100,95.37,0
100,95.23,0
100,95.3,0
100,95.32,0
100,95.35,0
100,95.37,0
100,95.4,0
100,95.46,0
100,95.59,0
100,95.6,0
100,95.63,0
100,95.65,0
100,95.88,0
100,96.21,0
100,96.42,0
100,96.45,0
100,95.47,0
100,95.42,0
100,95.42,0
100,95.42,0
100,95.43,0
100,95.43,0
100,95.43,0
100,95.3,0
100,95.3,0
100,95.34,0
100,95.38,0
100,95.39,0
100,95.41,0
100,95.42,0
100,95.44,0
100,94.47,0
100,94.46,0
100,94.47,0
100,94.47,0
100,94.47,0
100,94.43,0
100,94.43,0
100,94.45,0
100,94.47,0
100,94.49,0
100,94.41,0
100,94.41,0
100,94.43,0
100,94.46,0
100,94.45,0
100,94.49,0
100,94.49,0
100,94.5,0
100,94.53,0
100,94.55,0
100,94.54,0
100,94.57,0
100,94.6,0
100,94.67,0
100,94.68,0
100,94.69,0
100,94.72,0
100,94.74,0
100,94.75,0
100,94.78,0
100,94.77,0
100,94.79,0
100,94.82,0
100,94.42,0
100,94.33,0
100,94.34,0
100,94.35,0
100,94.38,0
100,94.38,0
100,94.4,0
100,94.39,0
100,94.4,0
100,94.43,0
100,94.42,0
100,94.43,0
100,94.47,0
100,94.48,0
100,94.48,0
100,94.53,0
100,94.54,0
100,94.54,0
100,94.55,0
100,94.57,0
100,94.58,0
100,94.59,0
100,94.61,0
100,94.62,0
100,94.63,0
100,94.58,0
100,94.59,0
100,94.6,0
100,94.61,0
100,94.63,0
100,94.63,0
100,94.63,0
100,94.64,0
100,94.64,0
100,94.66,0
100,94.67,0
100,94.68,0
100,94.69,0
100,94.72,0
100,94.75,0
100,94.77,0
100,94.78,0
100,94.87,0
100,95.09,0
100,95.11,0
100,95.13,0
100,95.14,0
100,95.17,0
100,95.22,0
100,95.24,0
100,95.25,0
100,95.25,0
100,95.3,0
100,95.35,0
100,95.35,0
100,95.31,0
100,95.33,0
100,95.34,0
100,95.35,0
100,95.36,0
100,95.37,0
100,95.37,0
100,95.38,0
100,95.39,0
100,95.39,0
100,95.42,0
100,95.44,0
100,95.47,0
100,95.47,0
100,95.51,0
100,95.55,0
100,95.57,0
100,95.54,0
100,95.49,0
100,95.49,0
100,95.52,0
100,95.52,0
100,95.53,0
100,95.54,0
100,95.55,0
100,95.56,0
100,95.6,0
100,95.61,0
100,95.61,0
100,95.61,0
100,95.62,0
100,95.62,0
100,95.65,0
100,95.65,0
100,95.65,0
100,95.67,0
100,95.68,0
100,95.72,0
100,95.76,0
100,95.78,0
100,95.81,0
100,96.01,0
100,95.98,0
100,95.97,0
100,95.98,0
100,95.98,0
100,96.02,0
100,96.13,0
100,96.13,0
100,95.98,0
100,95.97,0
100,95.97,0
100,96.16,0
100,96.16,0
100,96.17,0
100,96.18,0
100,96.21,0
100,96.23,0
100,96.23,0
100,96.24,0
100,96.25,0
100,96.28,0
100,96.6,0
100,96.61,0
100,96.67,0
100,96.65,0
100,96.62,0
100,96.65,0
100,95.87,0
100,95.5,0
100,95.59,0
100,95.62,0
100,95.68,0
100,95.72,0
100,95.72,0
100,95.66,0
100,95.51,0
100,95.52,0
100,95.52,0
100,95.53,0
100,95.55,0
100,95.56,0
100,95.58,0
100,95.59,0
100,95.59,0
100,95.6,0
100,95.62,0
100,95.65,0
100,95.66,0
100,95.68,0
100,95.64,0
100,95.64,0
100,95.66,0
100,95.67,0
100,95.68,0
100,95.69,0
100,95.72,0
100,95.74,0
100,95.75,0
100,95.76,0
100,95.77,0
100,95.78,0
100,95.78,0
100,95.78,0
100,95.77,0
100,95.79,0
100,95.81,0
100,95.82,0
100,95.83,0
100,95.85,0
100,95.91,0
100,95.94,0
100,95.95,0
100,95.98,0
100,96,0
100,96.03,0
100,96.1,0
100,96.22,0
100,96.22,0
100,96.25,0
100,96.26,0
100,96.28,0
100,96.29,0
100,96.29,0
100,96.3,0
100,96.31,0
100,96.32,0
100,96.34,0
100,96.35,0
100,96.36,0
100,96.37,0
100,96.37,0
100,96.39,0
100,96.39,0
100,96.4,0
100,96.41,0
100,96.43,0
100,96.46,0
100,96.41,0
100,96.41,0
100,96.42,0
100,96.43,0
100,96.44,0
100,96.47,0
100,96.49,0
100,96.53,0
100,96.53,0
100,96.54,0
100,96.55,0
100,96.56,0
100,96.57,0
100,96.58,0
100,96.61,0
100,96.63,0
100,96.65,0
100,96.66,0
100,96.69,0
100,96.7,0
100,96.72,0
100,96.8,0
100,96.84,0
100,96.85,0
100,95.66,0
100,95.66,0
100,95.66,0
100,95.67,0
100,95.67,0
100,95.67,0
100,95.62,0
100,95.63,0
100,95.61,0
100,95.64,0
100,95.65,0
100,95.65,0
100,95.67,0
100,95.7,0
100,95.73,0
100,95.71,0
100,95.76,0
100,95.78,0
100,95.8,0
100,95.83,0
100,95.87,0
100,95.87,0
100,95.89,0
100,95.9,0
100,95.89,0
100,92.71,0
100,92.74,0
100,92.75,0
100,92.57,0
100,92.48,0
100,92.52,0
100,92.52,0
100,92.54,0
100,92.62,0
100,92.63,0
100,92.66,0
100,92.63,0
100,92.66,0
100,92.66,0
100,92.67,0
100,92.68,0
100,92.7,0
100,92.71,0
100,92.72,0
100,92.72,0
100,92.72,0
100,92.73,0
100,92.74,0
100,92.68,0
100,92.7,0
100,92.72,0
100,92.72,0
100,92.73,0
100,92.78,0
100,92.79,0
100,92.82,0
100,92.84,0
100,92.85,0
100,92.85,0
100,92.88,0
100,92.9,0
100,92.91,0
100,92.92,0
100,92.92,0
100,92.94,0
100,92.97,0
100,92.99,0
100,93.01,0
100,93.03,0
100,93.1,0
100,93.12,0
100,93.15,0
100,93.08,0
100,93.18,0
100,93.35,0
100,93.35,0
100,93.36,0
100,93.71,0
100,93.74,0
100,93.78,0
100,93.8,0
100,93.84,0
100,93.85,0
100,93.85,0
100,93.86,0
100,93.89,0
100,93.9,0
100,93.91,0
100,93.94,0
100,93.95,0
100,93.96,0
100,94.01,0
100,94.03,0
100,94.07,0
100,94.11,0
100,94.15,0
100,94.1,0
100,94.06,0
100,94.09,0
100,94.11,0
20.41,94.13,0
0.39,94.14,0
0,94.16,0
71.5,19.5,0
75.03,19.44,0
1.45,19.43,0
0,19.43,0
24.86,19.48,0
0,19.49,0
0,19.51,0
0.85,19.51,0
0.46,19.51,0
0.1,19.51,0
0,19.55,0
0,19.56,0
0.29,19.58,0
0.19,19.59,0
0.14,19.6,0
0,19.61,0
0,19.62,0
0.14,19.6,0
0.44,19.6,0
0.01,19.58,0
1.46,19.59,0
0,19.61,0
0,19.62,0
0.55,19.63,0
0.03,19.66,0
0,19.68,0
1,19.69,0
0,19.7,0
1.15,19.72,0
0.11,19.75,0
0,19.78,0
0.82,19.79,0
24.36,19.8,0
25.34,19.8,0
0.36,19.81,0
0.03,19.84,0
0,19.88,0
0.01,19.89,0
0.18,19.9,0
25,19.89,0
0.12,19.93,0
0.27,19.88,0
0,19.88,0
0.2,19.88,0
0.16,19.89,0
0.21,19.88,0
0.11,19.92,0
0,19.94,0
0,19.96,0
0,19.97,0
25.53,19.98,0
0,19.99,0
1.2,20,0
0.19,20.02,0
24.62,20.04,0
0,20.06,0
0.48,20.07,0
0,19.98,0
25.15,19.98,0
0,19.98,0
0.15,20,0
0.26,20.01,0
25.12,20.08,0
50.35,20.16,0
25.57,20.18,0
23.85,20.17,0
24.53,20.17,0
0.04,20.16,0
0.64,20.15,0
0,20.17,0
25.24,20.23,0
0.09,20.23,0
0,20.24,0
0,20.28,0
0.27,20.3,0
0.33,20.3,0
0,20.29,0
25.3,20.32,0
